id,form,maskKey,site,scribe,support,tokenIndex,exclusion_reasons,warning_classes
SAMWA1,SA-RA,SAMWA1	SA-RA,SAMOTHRACE,,NODULE,1,non_linear_a_script,
SIZG1,DA-*118,SIZG1	DA-*118,SITIA,,STONE OBJECT,2,physical_boundary,
SKZB1,A-MA-RA-NE,SKZB1	A-MA-RA-NE,SKHINIA,,CLAY VESSEL,0,physical_boundary,
SYZA1,A-TA-I-*301-WA-JA,SYZA1	A-TA-I-*301-WA-JA,SYME,,STONE VESSEL,0,physical_boundary,
SYZA3,SE-KA-NA-SI,SYZA3	SE-KA-NA-SI,SYME,,STONE VESSEL,1,physical_boundary,
SYZA3,SI-RU-TE,SYZA3	SI-RU-TE,SYME,,STONE VESSEL,2,physical_boundary,
SYZA5,MI-JA,SYZA5	MI-JA,SYME,,STONE VESSEL,0,physical_boundary,
SYZA8,JA-JA,SYZA8	JA-JA,SYME,,STONE VESSEL,2,physical_boundary,
SYZA11,RO-QA,SYZA11	RO-QA,SYME,,STONE VESSEL,1,physical_boundary,
THEZB1,SI-NI,THEZB1	SI-NI,THERA,,CLAY VESSEL,0,physical_boundary,
THEZB3,A-NE,THEZB3	A-NE,THERA,,CLAY VESSEL,0,physical_boundary,
THEZB4,A-RE,THEZB4	A-RE,THERA,,CLAY VESSEL,0,physical_boundary,
TLZA1,U-NA-KA-NA,TLZA1	U-NA-KA-NA,TROULLOS,,STONE VESSEL,8,physical_boundary,
TRAZB1,RE-JA,TRAZB1	RE-JA,TRAOSTALOS,,CLAY VESSEL,0,physical_boundary,
TRYZB1,NE-MI,TRYZB1	NE-MI,TRYPITI,,CLAY VESSEL,0,physical_boundary,
TRYZB1,MI-NE,TRYZB1	MI-NE,TRYPITI,,CLAY VESSEL,2,physical_boundary,
TY2,*309C-RU-KA,TY2	*309C-RU-KA,TYLISSOS,,TABLET,27,complex_logogram,
TY2,*309B-RI-JU,TY2	*309B-RI-JU,TYLISSOS,,TABLET,33,complex_logogram,
TY3A,ZA-*321,TY3	ZA-*321,TYLISSOS,,TABLET,0,physical_boundary,
TY3A,NE-KI,TY3	NE-KI,TYLISSOS,,TABLET,8,complex_logogram,
TY3A,A-DU,TY3	A-DU,TYLISSOS,,TABLET,23,physical_boundary,
TY3A,KO-A-DU-WA,TY3	KO-A-DU-WA,TYLISSOS,,TABLET,52,physical_boundary,
TY3A,A-KU-TU-*361,TY3	A-KU-TU-*361,TYLISSOS,,TABLET,59,physical_boundary,
TYZG1,MA-RU-A,TYZG1	MA-RU-A,TYLISSOS,,STONE OBJECT,0,physical_boundary,
VRYZA1,I-PI-NA-MA,VRYZA1	I-PI-NA-MA,VRYSINAS,,STONE VESSEL,0,physical_boundary,
ZA1B,E-MI,ZA1	E-MI,ZAKROS,,TABLET,0,physical_boundary,
ZA4A,JA-TO-JA,ZA4	JA-TO-JA,ZAKROS,ZA SCRIBE 1,TABLET,11,physical_boundary,
ZA4A,TU-ME-SE,ZA4	TU-ME-SE,ZAKROS,ZA SCRIBE 1,TABLET,21,physical_boundary,
ZA5A,SA-MI-DA-E,ZA5	SA-MI-DA-E,ZAKROS,ZA SCRIBE 1,TABLET,10,physical_boundary,
ZA6A,*34-JU-TE-MI,ZA6	*34-JU-TE-MI,ZAKROS,ZA SCRIBE 1,TABLET,4,physical_boundary,
ZA6A,I-SE,ZA6	I-SE,ZAKROS,ZA SCRIBE 1,TABLET,8,physical_boundary,
ZA6A,I-SE,ZA6	I-SE,ZAKROS,ZA SCRIBE 1,TABLET,34,physical_boundary,
ZA6B,PA-ZA,ZA6	PA-ZA,ZAKROS,ZA SCRIBE 1,TABLET,19,physical_boundary,
ZA6B,I-MA,ZA6	I-MA,ZAKROS,ZA SCRIBE 1,TABLET,21,physical_boundary,
ZA7A,A-RE-TU-MI,ZA7	A-RE-TU-MI,ZAKROS,,TABLET,6,physical_boundary,
ZA7B,A-MA,ZA7	A-MA,ZAKROS,,TABLET,0,physical_boundary,
ZA9,NU-TI,ZA9	NU-TI,ZAKROS,,TABLET,0,physical_boundary,
ZA9,RO-SI-RA,ZA9	RO-SI-RA,ZAKROS,,TABLET,11,physical_boundary,
ZA9,A-TA-NA,ZA9	A-TA-NA,ZAKROS,,TABLET,15,physical_boundary,
ZA9,MA-JU,ZA9	MA-JU,ZAKROS,,TABLET,22,physical_boundary,
ZA11A,RA-MA-SI,ZA11	RA-MA-SI,ZAKROS,ZA SCRIBE 2,TABLET,7,physical_boundary,
ZA11A,E-KU-RU,ZA11	E-KU-RU,ZAKROS,ZA SCRIBE 2,TABLET,11,physical_boundary,
ZA11A,PI-*310-A,ZA11	PI-*310-A,ZAKROS,ZA SCRIBE 2,TABLET,29,physical_boundary,
ZA11B,I-DE,ZA11	I-DE,ZAKROS,ZA SCRIBE 2,TABLET,12,physical_boundary,
ZA13,SU-PA,ZA13	SU-PA,ZAKROS,ZA SCRIBE 3,TABLET,2,physical_boundary,
ZA14,JA-WI,ZA14	JA-WI,ZAKROS,,TABLET,21,physical_boundary,
ZA18A,DA-RE-KU,ZA18	DA-RE-KU,ZAKROS,ZA SCRIBE 1,TABLET,0,physical_boundary,
ZA19,RA-TE,ZA19	RA-TE,ZAKROS,ZA SCRIBE 1,TABLET,2,physical_boundary,
ZA20,DU-RE-ZA-SE,ZA20	DU-RE-ZA-SE,ZAKROS,ZA SCRIBE 3,TABLET,2,physical_boundary,
ZA21A,PI-MU,ZA21	PI-MU,ZAKROS,ZA SCRIBE 1,TABLET,2,physical_boundary,
ZA21A,TA-KE,ZA21	TA-KE,ZAKROS,ZA SCRIBE 1,TABLET,12,physical_boundary,
ZA21A,TA-MA-PI,ZA21	TA-MA-PI,ZAKROS,ZA SCRIBE 1,TABLET,19,physical_boundary,
ZA21B,I-DA,ZA21	I-DA,ZAKROS,ZA SCRIBE 1,TABLET,0,physical_boundary,
ZA21B,SA-RI,ZA21	SA-RI,ZAKROS,ZA SCRIBE 1,TABLET,6,physical_boundary,
ZA22,DU-JU,ZA22	DU-JU,ZAKROS,,TABLET,17,physical_boundary,
ZA23,TE-TE,ZA23	TE-TE,ZAKROS,ZA SCRIBE 4,TABLET,4,physical_boundary,
ZA23,MI-RE,ZA23	MI-RE,ZAKROS,ZA SCRIBE 4,TABLET,6,physical_boundary,
ZA26A,DI-DI,ZA26	DI-DI,ZAKROS,,TABLET,2,physical_boundary,
ZA26A,JA-KI,ZA26	JA-KI,ZAKROS,,TABLET,7,physical_boundary,
ZA27,DI-KI,ZA27	DI-KI,ZAKROS,ZA SCRIBE 3,TABLET,4,physical_boundary,
ZA27,O-MI,ZA27	O-MI,ZAKROS,ZA SCRIBE 3,TABLET,7,physical_boundary,
ZAZB34,PU2-RE-JA,ZAZB34	PU2-RE-JA,ZAKROS,,CLAY VESSEL,0,authoritative_source_boundary,
ZAZG35,ME-MI-JA-RU,ZAZG35	ME-MI-JA-RU,ZAKROS,,LABEL,0,physical_boundary,
APZA2,NA-SI,APZA2	NA-SI,APODOULOU,,STONE VESSEL,0,physical_boundary,
APZA2,I-PI-NA-MA,APZA2	I-PI-NA-MA,APODOULOU,,STONE VESSEL,2,physical_boundary,
APZA2,PI-MI-NA-TE,APZA2	PI-MI-NA-TE,APODOULOU,,STONE VESSEL,6,physical_boundary,
APZA2,I-NA-JA-RE-TA,APZA2	I-NA-JA-RE-TA,APODOULOU,,STONE VESSEL,8,physical_boundary,
ARZF2,I-DA-MA-TE,ARZF2	I-DA-MA-TE,ARKHALKHORI,AR SCRIBE 2,METAL OBJECT,0,physical_boundary,
ARKH1A,TA-PI,ARKH1	TA-PI,ARKHALKHORI,ARKH SCRIBE 1,TABLET,0,physical_boundary,
ARKH1A,A-RA,ARKH1	A-RA,ARKHALKHORI,ARKH SCRIBE 1,TABLET,10,physical_boundary,
ARKH1A,A-PA,ARKH1	A-PA,ARKHALKHORI,ARKH SCRIBE 1,TABLET,20,physical_boundary,
ARKH1A,MI-KI-SA-NE,ARKH1	MI-KI-SA-NE,ARKHALKHORI,ARKH SCRIBE 1,TABLET,22,physical_boundary,
ARKH3A,KA-NE,ARKH3	KA-NE,ARKHALKHORI,ARKH SCRIBE 1,TABLET,0,physical_boundary,
ARKH3A,KI-NU,ARKH3	KI-NU,ARKHALKHORI,ARKH SCRIBE 1,TABLET,19,physical_boundary,
ARKH3B,JA-PI,ARKH3	JA-PI,ARKHALKHORI,ARKH SCRIBE 1,TABLET,0,physical_boundary,
ARKH4A,NI-TA,ARKH4	NI-TA,ARKHALKHORI,,TABLET,2,physical_boundary,
ARKH4A,DE-SU,ARKH4	DE-SU,ARKHALKHORI,,TABLET,14,physical_boundary,
ARKH4A,*47-TE,ARKH4	*47-TE,ARKHALKHORI,,TABLET,16,physical_boundary,
ARKH4A,PI-TI-NE-A,ARKH4	PI-TI-NE-A,ARKHALKHORI,,TABLET,19,editorial_continuation,
ARKH4B,DE-MI,ARKH4	DE-MI,ARKHALKHORI,,TABLET,9,physical_boundary,
ARKH4B,I-*47,ARKH4	I-*47,ARKHALKHORI,,TABLET,12,physical_boundary,
ARKH4B,ZA-SI-ZU,ARKH4	ZA-SI-ZU,ARKHALKHORI,,TABLET,18,physical_boundary,
ARKH6,TE-RI,ARKH6	TE-RI,ARKHALKHORI,,TABLET,4,physical_boundary,
PKZA28,PU2-RE,PKZA28	PU2-RE,PALAIKASTRO,,STONE VESSEL,0,authoritative_source_boundary,
